to_chuc_xhtn,ngay_cong_bo,ngay_cong_bo_dt,to_chuc_phat_hanh,thang_diem,loai_hinh_chuan,linh_vuc,loai_xhtn_chuan,hanh_dong_chuan,bac_xhtn_chuan,bac_thu_tu,trien_vong_chuan,da_het_hieu_luc,theo_doi_ngan_han,bao_mat,phi_tren_5pc,ghi_chu_bac,ma_trai_phieu,ky_han,loai_rating_goc,bao_cao_vi,bao_cao_en,bao_cao_chi_tiet,link_to_chuc_phat_hanh,issuer_id,loai_hinh_goc,loai_y_kien_goc,trang_thai_goc,bac_xhtn_goc,trien_vong_goc,thoi_gian_scrape,file_nguon
FiinRatings,03/06/2024,2024-06-03,Công ty Cổ Phần Dk Enc Việt Nam,Quốc gia,,Bất động sản,Tổ chức phát hành,Lần đầu,BB-,13.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-dk-enc-viet-naa-id992980.html,992980.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,31/05/2024,2024-05-31,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,Quốc gia,,Tổng Công ty Đầu tư,Tổ chức phát hành,Lần đầu,BBB+,8.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/kqxhtn-ipa-2024/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,30/05/2024,2024-05-30,Công ty Cổ phần Du lịch Thành Thành Công,Quốc gia,,Dịch vụ Khách sạn - Nhà hàng - Giải trí,Tổ chức phát hành,Lần đầu,BBB+,8.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/kqxhtn-du-lich-thanh-thanh-cong-2024/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnBBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,29/05/2024,2024-05-29,Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/vis-rating-ha-an-bao-cao-ket-qua-xep-hang-tin-nhiem-29052024-pdf.26.html,https://visrating.com/rating-results/report/vis-rating-ha-an-rating-announcement-29052024-pdf.26.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-dau-tu-kinh-doanh-bat-dong-san-ha-an.1.html,1.0,Doanh nghiệp,Doanh nghiệp,Xếp hạng lần đầu,BBB,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,24/05/2024,2024-05-24,Công ty Cổ phần Chứng khoán Tiên Phong,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,BBB-,10.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-tien-phong-id3542.html,3542.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,23/05/2024,2024-05-23,Công ty Cổ phần Kinh doanh F88,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,BBB-,10.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-kinh-doanh-f88-id7766.html,7766.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
VIS Rating,21/05/2024,2024-05-21,Ngân hàng TMCP Tiên Phong,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Lần đầu,AA-,4.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/vis-rating-tpb-bao-cao-ket-qua-xep-hang-tin-nhiem-21052024-pdf.25.html,https://visrating.com/rating-results/report/vis-rating-tpb-rating-announcement-21052024-pdf.25.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-tien-phong.4.html,4.0,Định chế tài chính,Doanh nghiệp,Xếp hạng lần đầu,AA-,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,17/05/2024,2024-05-17,Công ty TNHH Hoàng Trúc My,Quốc gia,,Bất động sản,Tổ chức phát hành,Cập nhật,B,15.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-tnhh-hoang-truc-my-id1958231.html,1958231.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,B,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
VIS Rating,15/05/2024,2024-05-15,Ngân hàng TMCP Phương Đông,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Lần đầu,A+,5.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/vis-rating-ocb-bao-cao-ket-qua-xep-hang-tin-nhiem-15052024-pdf.24.html,https://visrating.com/rating-results/report/vis-rating-ocb-rating-announcement-15052024-pdf.24.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-phuong-dong.3.html,3.0,Định chế tài chính,Doanh nghiệp,Xếp hạng lần đầu,A+,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
VIS Rating,08/05/2024,2024-05-08,Ngân hàng TMCP Lộc Phát Việt Nam,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Lần đầu,A+,5.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-lpbank-08052024.139.html,https://visrating.com/rating-results/report/rating-announcement-lpbank-08052024.139.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-loc-phat-viet-nam.2.html,2.0,Định chế tài chính,Doanh nghiệp,Xếp hạng lần đầu,A+,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,29/04/2024,2024-04-29,Công ty Cổ phần Phát triển Bất động sản Văn Phú,Quốc gia,,Bất động sản,Tổ chức phát hành,Cập nhật,BB+,11.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-phat-trien-bat-dong-san-van-phu-id6328.html,6328.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BB+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,25/04/2024,2024-04-25,Công ty Cổ phần Đầu tư Nam Long,Quốc gia,,Bất động sản,Tổ chức phát hành,Lần đầu,A-,7.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-daa-tu-naa-long-id3448.html,3448.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,17/04/2024,2024-04-17,Công ty Cổ phần Phát triển Nhiên liệu Sinh học Việt Nam,Quốc gia,,Hóa chất,Tổ chức phát hành,Lần đầu,CCC+,17.0,Tiêu cực,True,False,False,False,,,,,https://saigonratings.com/kqxhtn-nhien-lieu-sinh-hoc-2024/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnCCC+,Tiêu cực,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,12/04/2024,2024-04-12,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Quốc gia,,Ngân hàng,Tổ chức phát hành,Lần đầu,A,6.0,Tích cực,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-qaoc-te-viet-naa-id4062.html,4062.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,A,Tích cực,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,12/04/2024,2024-04-12,Công ty TNHH Aqua City Hòa Bình,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BB-,13.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/kqxhtn-aqua-hoabinh-2024/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,12/04/2024,2024-04-12,Công ty TNHH Khu Đô thị mới Trung Minh,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BB-,13.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/kqxhtn-trung-minh-2024/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,01/04/2024,2024-04-01,Ngân hàng Thương mại Cổ phần Bắc Á,Quốc gia,,Ngân hàng,Tổ chức phát hành,Lần đầu,A-,7.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-bac-a-id3422.html,3422.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,29/03/2024,2024-03-29,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh,Quốc gia,,Ngân hàng,Tổ chức phát hành,Lần đầu,A,6.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-phat-trien-thanh-pho-hồ-chi-minh-id3101.html,3101.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,A,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,28/02/2024,2024-02-28,Công ty Cổ phần Tập đoàn Hà Đô,Quốc gia,,Đa ngành,Tổ chức phát hành,Cập nhật,A,6.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-tap-doan-ha-do-id3116.html,3116.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,A,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,23/02/2024,2024-02-23,Công ty TNHH Logisvalley Bắc Ninh (FDI),Quốc gia,,Cho thuê Bất động sản,Tổ chức phát hành,Lần đầu,BBB-,10.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/kqxhtn-logisvalley-bacninh-2024/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,23/02/2024,2024-02-23,Công ty TNHH Logisvalley Vina (FDI),Quốc gia,,Cho thuê Bất động sản,Tổ chức phát hành,Lần đầu,BB+,11.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/kqxhtn-logisvalley-vina-2024/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,01/02/2024,2024-02-01,Công ty TNHH Hoàng Trúc My,Quốc gia,,Bất động sản,Tổ chức phát hành,Lần đầu,BB-,13.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-tnhh-hoang-truc-my-id1958231.html,1958231.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,31/01/2024,2024-01-31,Công ty Cổ phần Điện Gia Lai,Quốc gia,,Điện,Tổ chức phát hành,Cập nhật,A-,7.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-dien-gia-lai-id2964.html,2964.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,23/01/2024,2024-01-23,Công ty Cổ phần Thương mại Du Lịch Lạc Hồng,Quốc gia,,Dịch vụ lưu trú,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/kqxhtn-cong-ty-du-lich-lac-hong-2024/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,15/01/2024,2024-01-15,Công ty Cổ phần Xây dựng Coteccons,Quốc gia,,Xây dựng,Tổ chức phát hành,Cập nhật,BBB,9.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-xay-dung-coteccons-id2564.html,2564.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,12/01/2024,2024-01-12,Công ty Cổ phần Đầu tư Thành Thành Công (TTCI),Quốc gia,,Tổng công ty đầu tư,Tổ chức phát hành,Giám sát,A+,5.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxhtn-ttc_dau_tu-2023/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,09/01/2024,2024-01-09,Công ty Cổ phần Đầu tư & Quản lý Khách sạn TNH,Quốc gia,,Dịch vụ lưu trú,Tổ chức phát hành,Giám sát,,,,True,False,True,False,,,,,https://saigonratings.com/ket-qua-giam-sat-xep-hang-tin-nhiem-lan-1-tnh-2023/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (Hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,31/12/2023,2023-12-31,Công ty Cổ phần Chứng khoán Rồng Việt (VDS),Quốc gia,,Chứng khoán,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/kqxhtn-chung-khoan-rong-viet-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,30/12/2023,2023-12-30,Công ty Cổ phần Đầu Tư Và Phát Triển Xây Dựng,Quốc gia,,Bất động sản,Tổ chức phát hành,Lần đầu,BB+,11.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-daa-tu-va-phat-trien-xay-dung-id3325.html,3325.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BB+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,30/12/2023,2023-12-30,Công ty Cổ phần Dịch vụ Cáp treo Bà Nà,Quốc gia,,Vui chơi - Giải trí,Tổ chức phát hành,Lần đầu,BBB-,10.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/kqxhtn-cap-treo-ba-na-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,28/12/2023,2023-12-28,Công ty Cổ phần Chứng khoán Dầu khí,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,BB+,11.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-daa-khi-id3658.html,3658.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BB+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,25/12/2023,2023-12-25,Công ty Cổ phần Đầu tư và Xây dựng Xa lộ Hà Nội,Quốc gia,,Hạ tầng vận tải,Tổ chức phát hành,Lần đầu,A+,5.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/kqxhtn-cong-ty-xa-lo-ha-noi-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,25/12/2023,2023-12-25,Công ty TNHH MTV BOT Tỉnh Ninh Thuận,Quốc gia,,Hạ tầng vận tải,Tổ chức phát hành,Lần đầu,A,6.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/kqxhtn-bot-ninh-thuan-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnA,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,21/12/2023,2023-12-21,Công ty Cổ phần Khu công nghiệp Thành Thành Công (TTC IZ),Quốc gia,,Cho thuê Bất động sản,Tổ chức phát hành,Giám sát,A,6.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxhtn-ttc_kcn-2023/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnA,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,15/12/2023,2023-12-15,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Quốc gia,,Dịch vụ - Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BBB-,10.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-cp-khai-hoan-land-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,12/12/2023,2023-12-12,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,Quốc gia,,Dịch vụ y tế,Tổ chức phát hành,Lần đầu,A+,5.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-cp-bv-thai-nguyen-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,08/12/2023,2023-12-08,Công ty Cổ phần Kinh doanh F88,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,BBB-,10.0,Tiêu cực,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-kinh-doanh-f88-id7766.html,7766.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB-,Không thuận lợi,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,17/11/2023,2023-11-17,Công Ty Cổ Phần Hàng Không VIETJET (VIETJET AIR),Quốc gia,,Hàng không,Tổ chức phát hành,Giám sát,BBB-,10.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/ket-qua-giam-sat-xep-hang-tin-nhiem-lan-1-vietjet-2023/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,15/11/2023,2023-11-15,Công ty Cổ phần Thương mại Du lịch Tân Thành,Quốc gia,,Phát triển Bất động Sản,Tổ chức phát hành,Lần đầu,BBB+,8.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-cp-tan-thanh-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (Hết hạn),vnBBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,02/11/2023,2023-11-02,Công ty Cổ phần Thuận Đức,Quốc gia,,Bao bì,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-cp-thuan-duc-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,01/11/2023,2023-11-01,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,Quốc gia,,Ngân hàng,Tổ chức phát hành,Lần đầu,A+,5.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-ky-thuong-viet-naa-id3842.html,3842.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,A+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,31/10/2023,2023-10-31,Công ty Cổ phần Đầu tư và Thương mại TNG,Quốc gia,,May mặc,Tổ chức phát hành,Lần đầu,A,6.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-cp-may-mac-tng-nam-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnA,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,10/10/2023,2023-10-10,Công ty Cổ phần CAMIMEX Group,Quốc gia,,Thủy sản,Tổ chức phát hành,Cập nhật,BB,12.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-camimex-groap-id2482.html,2482.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BB,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,06/10/2023,2023-10-06,Công ty Cổ phần Chứng khoán Tiên Phong,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Lần đầu,BBB-,10.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-tien-phong-id3542.html,3542.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BBB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,02/10/2023,2023-10-02,Công ty Cổ Phần Bảo Hiểm Phú Hưng (PAC),Quốc gia,,Bảo hiểm phi nhân thọ,Tổ chức phát hành,Giám sát,,,,True,False,True,False,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-phu-hung-phu-hung-assurance-nam-2023/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,15/09/2023,2023-09-15,Công ty Cổ phần Thành Thành Công - Biên Hòa (SBT),Quốc gia,,Sản xuất đường,Tổ chức phát hành,Giám sát,A+,5.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-sbt-nam-2023/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (Hết hạn),vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,28/08/2023,2023-08-28,Công ty Cổ phần Tập đoàn Hà Đô,Quốc gia,,Đa ngành,Tổ chức phát hành,Lần đầu,A,6.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-tap-doan-ha-do-id3116.html,3116.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,A,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,01/08/2023,2023-08-01,Công ty Cổ phần Chứng khoán Rồng Việt,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,BB+,11.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-rồng-viet-id4078.html,4078.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BB+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,31/07/2023,2023-07-31,Công ty Cổ phần Điện Gia Lai,Quốc gia,,Điện,Tổ chức phát hành,Lần đầu,A-,7.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-dien-gia-lai-id2964.html,2964.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,14/07/2023,2023-07-14,Công ty Cổ phần Phát triển Bất động sản Văn Phú,Quốc gia,,Bất động sản,Tổ chức phát hành,Cập nhật,BB+,11.0,Tiêu cực,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-phat-trien-bat-dong-san-van-phu-id6328.html,6328.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BB+,Không thuận lợi,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,10/07/2023,2023-07-10,Công ty Cổ phần Xây dựng Sao Vàng Tây Đô,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BBB,9.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/ket-qua-gsxhtn-svtd-2023/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (Hết hạn),vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,28/06/2023,2023-06-28,Công ty Cổ phần Đầu tư Công Nghiệp Xuất Nhập Khẩu Đông Dương,Quốc gia,,Năng lượng tái tạo,Tổ chức phát hành,Lần đầu,B-,16.0,Tiêu cực,True,False,False,False,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-dau-tu-dong-duong-nam-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnB-,Tiêu cực,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,14/06/2023,2023-06-14,Công ty Cổ phần Xây dựng Coteccons,Quốc gia,,Xây dựng,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-xay-dung-coteccons-id2564.html,2564.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BBB,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,12/06/2023,2023-06-12,Công ty Cổ phần Đầu tư Thành Thành Công (TTCI),Quốc gia,,Tổng công ty đầu tư,Tổ chức phát hành,Lần đầu,A+,5.0,Ổn định,False,False,False,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-dau-tu-ttc-nam-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,09/06/2023,2023-06-09,Công Ty TNHH Khai Thác Chế Biến Khoáng Sản Núi Pháo,Quốc gia,,Khai khoáng,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-tnhh-khai-thac-che-bien-khoang-san-nui-phao-id180.html,180.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BBB,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
